W,H,w1,h1,w2,h2
500,331,153.0,116.0,206.0,181.0
500,331,100.0,114.0,145.0,192.0
500,331,36.0,108.0,90.0,186.0
500,331,395.0,149.0,466.0,218.0
500,331,283.0,146.0,352.0,218.0
500,331,217.0,149.0,278.0,215.0
500,331,152.0,151.0,212.0,211.0
500,331,95.0,143.0,159.0,207.0
500,331,33.0,137.0,99.0,204.0
357,500,6.0,122.0,341.0,499.0
375,500,237.0,102.0,374.0,499.0
375,500,155.0,356.0,236.0,465.0
375,500,130.0,371.0,161.0,409.0
375,500,77.0,361.0,136.0,478.0
375,500,14.0,357.0,77.0,453.0
375,500,79.0,395.0,219.0,494.0
500,333,0.0,234.0,196.0,329.0
500,333,202.0,2.0,499.0,332.0
500,333,158.0,155.0,240.0,304.0
500,375,88.0,81.0,226.0,270.0
500,375,362.0,173.0,499.0,374.0
500,375,460.0,59.0,499.0,141.0
500,375,0.0,183.0,76.0,373.0
383,293,88.0,33.0,332.0,249.0
500,346,63.0,122.0,386.0,273.0
500,346,425.0,25.0,446.0,44.0
500,346,478.0,23.0,498.0,42.0
500,375,145.0,169.0,449.0,318.0
500,375,46.0,183.0,224.0,265.0
500,375,3.0,182.0,84.0,263.0
500,375,226.0,121.0,287.0,297.0
500,375,162.0,169.0,182.0,188.0
500,375,70.0,141.0,128.0,370.0
500,375,4.0,164.0,38.0,216.0
500,375,138.0,95.0,499.0,340.0
500,375,440.0,231.0,499.0,303.0
500,375,344.0,106.0,407.0,302.0
500,375,470.0,71.0,499.0,258.0
500,375,401.0,63.0,497.0,240.0
500,375,346.0,70.0,426.0,183.0
500,375,37.0,20.0,219.0,374.0
500,375,0.0,13.0,35.0,374.0
500,375,110.0,191.0,499.0,374.0
500,333,42.0,100.0,499.0,332.0
375,500,2.0,2.0,374.0,499.0
500,333,302.0,27.0,454.0,173.0
500,333,18.0,27.0,273.0,331.0
500,333,273.0,25.0,496.0,307.0
500,333,161.0,237.0,189.0,304.0
500,333,285.0,27.0,488.0,332.0
500,333,24.0,190.0,53.0,206.0
500,333,53.0,186.0,66.0,215.0
500,333,70.0,191.0,81.0,220.0
500,333,4.0,182.0,11.0,200.0
500,333,12.0,182.0,21.0,201.0
376,500,2.0,166.0,375.0,498.0
376,500,0.0,159.0,97.0,410.0
376,500,0.0,165.0,228.0,498.0
376,500,119.0,377.0,374.0,499.0
500,375,0.0,53.0,465.0,276.0
500,375,210.0,39.0,249.0,62.0
500,375,176.0,35.0,218.0,58.0
500,375,152.0,27.0,205.0,53.0
450,285,62.0,71.0,375.0,229.0
450,285,0.0,149.0,88.0,256.0
500,375,450.0,148.0,475.0,171.0
500,375,313.0,183.0,353.0,208.0
500,375,362.0,131.0,383.0,150.0
500,375,202.0,174.0,241.0,204.0
500,375,155.0,195.0,191.0,219.0
500,375,32.0,182.0,54.0,209.0
500,375,68.0,175.0,90.0,196.0
500,375,81.0,174.0,104.0,195.0
500,375,49.0,245.0,81.0,259.0
500,375,85.0,232.0,105.0,252.0
500,375,117.0,183.0,147.0,204.0
500,375,148.0,169.0,167.0,192.0
500,375,132.0,159.0,165.0,176.0
500,375,136.0,138.0,168.0,162.0
500,375,170.0,147.0,207.0,160.0
500,375,131.0,225.0,163.0,242.0
500,375,98.0,221.0,130.0,235.0
500,375,110.0,230.0,136.0,244.0
500,375,160.0,215.0,201.0,324.0
500,375,212.0,234.0,260.0,321.0
500,375,236.0,219.0,262.0,257.0
500,375,247.0,240.0,297.0,321.0
500,375,244.0,251.0,272.0,286.0
500,375,40.0,70.0,453.0,321.0
500,375,251.0,68.0,499.0,194.0
500,375,1.0,110.0,32.0,303.0
500,333,67.0,112.0,476.0,258.0
500,333,198.0,222.0,222.0,267.0
500,333,78.0,230.0,102.0,282.0
500,333,251.0,165.0,328.0,202.0
500,333,408.0,70.0,463.0,93.0
500,346,163.0,106.0,453.0,298.0
500,346,414.0,201.0,436.0,232.0
334,500,1.0,166.0,333.0,499.0
500,333,1.0,47.0,499.0,332.0
500,333,276.0,4.0,413.0,179.0
500,375,142.0,193.0,174.0,215.0
500,375,75.0,205.0,114.0,219.0
500,375,222.0,198.0,263.0,220.0
500,375,206.0,194.0,226.0,215.0
500,375,237.0,170.0,249.0,216.0
500,375,242.0,170.0,260.0,216.0
500,375,289.0,200.0,308.0,222.0
375,500,88.0,130.0,274.0,499.0
375,500,126.0,360.0,241.0,475.0
500,335,10.0,64.0,462.0,199.0
500,335,483.0,152.0,496.0,191.0
500,335,471.0,152.0,479.0,188.0
500,335,457.0,149.0,471.0,189.0
500,335,442.0,151.0,456.0,191.0
500,335,428.0,152.0,443.0,199.0
500,335,407.0,149.0,425.0,203.0
500,335,420.0,167.0,431.0,206.0
500,335,393.0,149.0,403.0,185.0
500,335,363.0,156.0,375.0,196.0
500,335,308.0,154.0,327.0,197.0
500,335,294.0,154.0,308.0,201.0
500,335,180.0,156.0,193.0,190.0
500,335,161.0,156.0,170.0,188.0
500,335,154.0,157.0,162.0,188.0
500,335,198.0,159.0,212.0,173.0
500,335,110.0,161.0,128.0,174.0
500,335,42.0,161.0,61.0,174.0
500,335,90.0,160.0,111.0,176.0
500,335,78.0,160.0,92.0,172.0
500,335,131.0,160.0,145.0,174.0
500,328,2.0,24.0,497.0,327.0
318,480,106.0,132.0,197.0,423.0
318,480,87.0,111.0,225.0,297.0
500,375,0.0,52.0,363.0,296.0
500,375,351.0,86.0,499.0,289.0
375,500,0.0,176.0,331.0,499.0
375,500,0.0,0.0,120.0,365.0
375,500,44.0,0.0,370.0,268.0
375,500,344.0,141.0,374.0,467.0
500,333,349.0,119.0,499.0,332.0
500,333,9.0,9.0,88.0,238.0
500,333,66.0,44.0,152.0,124.0
500,333,238.0,43.0,329.0,131.0
500,333,336.0,39.0,431.0,122.0
500,375,124.0,82.0,294.0,343.0
500,489,85.0,148.0,173.0,357.0
500,489,222.0,75.0,388.0,288.0
500,375,68.0,145.0,457.0,373.0
500,375,259.0,44.0,401.0,140.0
500,375,428.0,95.0,446.0,129.0
500,375,453.0,92.0,469.0,130.0
500,375,201.0,101.0,225.0,144.0
500,375,224.0,100.0,243.0,137.0
500,375,271.0,90.0,305.0,182.0
500,375,124.0,83.0,149.0,202.0
500,375,115.0,91.0,145.0,215.0
500,375,85.0,107.0,110.0,159.0
500,375,58.0,103.0,81.0,159.0
500,375,0.0,114.0,93.0,311.0
500,375,0.0,164.0,18.0,374.0
334,500,21.0,47.0,333.0,296.0
334,500,73.0,31.0,333.0,499.0
500,375,411.0,274.0,499.0,374.0
500,375,0.0,3.0,267.0,374.0
500,375,218.0,115.0,456.0,374.0
375,500,23.0,41.0,362.0,499.0
500,318,3.0,163.0,163.0,302.0
500,318,98.0,168.0,280.0,302.0
500,318,213.0,172.0,354.0,282.0
500,318,285.0,174.0,432.0,284.0
500,318,374.0,179.0,483.0,271.0
375,500,168.0,209.0,256.0,358.0
375,500,254.0,175.0,288.0,260.0
375,500,191.0,178.0,261.0,325.0
375,500,247.0,215.0,355.0,359.0
375,500,162.0,50.0,217.0,185.0
375,500,105.0,194.0,374.0,347.0
500,375,81.0,0.0,432.0,307.0
500,343,42.0,115.0,425.0,320.0
500,343,266.0,112.0,379.0,320.0
500,351,163.0,35.0,457.0,350.0
500,375,375.0,177.0,488.0,244.0
500,375,166.0,196.0,186.0,251.0
500,375,0.0,0.0,48.0,297.0
500,375,129.0,49.0,390.0,336.0
500,375,152.0,121.0,276.0,374.0
500,375,283.0,140.0,320.0,233.0
500,375,431.0,191.0,479.0,301.0
500,375,471.0,143.0,499.0,308.0
500,375,255.0,139.0,286.0,227.0
500,375,373.0,154.0,387.0,186.0
500,375,353.0,148.0,366.0,186.0
500,375,342.0,150.0,355.0,180.0
500,375,334.0,152.0,343.0,176.0
500,375,325.0,149.0,334.0,176.0
500,375,314.0,147.0,326.0,176.0
500,500,78.0,187.0,287.0,309.0
500,375,170.0,174.0,319.0,367.0
500,375,47.0,149.0,446.0,346.0
500,375,438.0,147.0,470.0,268.0
500,375,135.0,201.0,195.0,238.0
500,375,369.0,202.0,394.0,226.0
480,360,221.0,188.0,267.0,255.0
480,360,236.0,175.0,290.0,268.0
332,500,238.0,201.0,278.0,337.0
332,500,189.0,202.0,263.0,355.0
332,500,163.0,236.0,266.0,406.0
500,333,459.0,152.0,499.0,277.0
500,333,315.0,156.0,426.0,283.0
500,333,206.0,170.0,340.0,323.0
500,333,23.0,162.0,209.0,329.0
500,333,60.0,71.0,234.0,301.0
500,333,224.0,90.0,354.0,276.0
500,333,342.0,85.0,444.0,282.0
500,333,397.0,5.0,427.0,41.0
500,333,361.0,0.0,390.0,32.0
500,375,104.0,11.0,499.0,374.0
500,375,418.0,0.0,499.0,76.0
500,375,206.0,38.0,373.0,329.0
500,375,103.0,83.0,368.0,373.0
500,375,372.0,87.0,385.0,129.0
500,375,355.0,80.0,372.0,126.0
500,375,79.0,38.0,421.0,292.0
500,375,208.0,7.0,252.0,35.0
500,375,440.0,0.0,499.0,36.0
500,375,308.0,4.0,328.0,20.0
500,375,27.0,145.0,235.0,286.0
500,375,271.0,142.0,481.0,293.0
500,375,120.0,56.0,322.0,372.0
500,375,2.0,53.0,417.0,372.0
500,375,129.0,126.0,499.0,307.0
500,375,157.0,198.0,225.0,373.0
500,109,18.0,72.0,483.0,102.0
500,375,0.0,137.0,478.0,374.0
500,375,53.0,159.0,211.0,236.0
500,375,128.0,191.0,367.0,300.0
500,375,73.0,7.0,381.0,374.0
500,375,369.0,1.0,499.0,374.0
500,375,0.0,1.0,106.0,374.0
500,375,379.0,0.0,435.0,129.0
500,375,296.0,24.0,338.0,107.0
375,500,144.0,219.0,177.0,315.0
500,375,333.0,191.0,487.0,318.0
500,375,333.0,95.0,388.0,275.0
500,375,20.0,130.0,302.0,343.0
500,375,115.0,106.0,211.0,300.0
500,375,149.0,222.0,265.0,310.0
500,316,20.0,74.0,308.0,315.0
500,316,233.0,58.0,332.0,251.0
500,316,313.0,46.0,499.0,315.0
500,375,113.0,256.0,429.0,374.0
500,375,346.0,326.0,428.0,374.0
500,375,361.0,236.0,413.0,279.0
500,375,311.0,233.0,350.0,270.0
500,375,239.0,229.0,260.0,264.0
500,375,199.0,227.0,219.0,240.0
500,375,76.0,216.0,127.0,250.0
500,375,66.0,242.0,102.0,358.0
500,375,85.0,244.0,128.0,373.0
500,375,111.0,247.0,165.0,374.0
500,375,146.0,256.0,209.0,371.0
500,375,189.0,260.0,281.0,374.0
500,375,121.0,134.0,276.0,206.0
500,375,122.0,94.0,364.0,274.0
500,375,251.0,111.0,303.0,152.0
500,375,171.0,109.0,219.0,149.0
500,375,297.0,30.0,350.0,135.0
347,500,178.0,145.0,307.0,434.0
347,500,45.0,170.0,180.0,407.0
347,500,149.0,26.0,317.0,368.0
347,500,25.0,36.0,190.0,375.0
500,335,131.0,160.0,367.0,224.0
500,335,254.0,135.0,318.0,164.0
500,335,99.0,194.0,113.0,225.0
500,335,87.0,194.0,101.0,223.0
500,382,1.0,160.0,426.0,381.0
500,382,215.0,60.0,359.0,276.0
500,333,0.0,32.0,408.0,332.0
500,375,208.0,137.0,288.0,204.0
500,375,380.0,222.0,499.0,361.0
500,375,343.0,312.0,499.0,374.0
500,375,0.0,257.0,76.0,374.0
500,375,301.0,63.0,357.0,265.0
500,375,90.0,203.0,127.0,265.0
500,375,75.0,233.0,106.0,257.0
500,375,67.0,183.0,103.0,221.0
500,375,143.0,162.0,161.0,215.0
500,375,103.0,170.0,139.0,214.0
500,375,25.0,155.0,40.0,224.0
500,375,357.0,152.0,420.0,243.0
500,375,349.0,144.0,396.0,169.0
500,375,322.0,192.0,355.0,264.0
500,375,445.0,198.0,453.0,222.0
500,375,452.0,199.0,460.0,219.0
500,375,439.0,170.0,446.0,194.0
500,375,446.0,170.0,453.0,193.0
500,375,438.0,200.0,446.0,221.0
500,375,435.0,146.0,442.0,169.0
500,375,442.0,145.0,449.0,167.0
500,375,449.0,146.0,456.0,166.0
500,375,456.0,146.0,460.0,166.0
500,375,452.0,169.0,457.0,193.0
500,379,9.0,144.0,95.0,300.0
500,379,9.0,40.0,290.0,372.0
500,379,99.0,66.0,494.0,372.0
500,379,19.0,83.0,74.0,143.0
500,379,64.0,108.0,116.0,171.0
375,500,0.0,225.0,302.0,461.0
375,500,30.0,145.0,198.0,440.0
375,500,96.0,180.0,240.0,320.0
500,383,14.0,28.0,481.0,314.0
500,383,312.0,2.0,499.0,146.0
500,383,159.0,4.0,322.0,99.0
500,383,298.0,1.0,453.0,55.0
500,383,60.0,2.0,135.0,46.0
500,383,0.0,28.0,69.0,142.0
480,369,92.0,52.0,342.0,318.0
480,369,162.0,21.0,265.0,198.0
500,375,62.0,0.0,297.0,291.0
500,375,160.0,226.0,394.0,374.0
500,375,57.0,191.0,280.0,276.0
500,375,209.0,71.0,333.0,236.0
500,375,313.0,193.0,412.0,229.0
500,375,21.0,134.0,328.0,325.0
500,375,154.0,86.0,296.0,337.0
500,375,375.0,146.0,498.0,271.0
500,375,215.0,154.0,269.0,254.0
500,375,265.0,144.0,315.0,237.0
500,375,186.0,145.0,224.0,230.0
500,375,88.0,91.0,123.0,240.0
500,375,141.0,92.0,190.0,242.0
500,332,3.0,65.0,495.0,235.0
500,333,205.0,50.0,337.0,290.0
500,375,64.0,49.0,499.0,374.0
500,333,249.0,83.0,414.0,320.0
500,333,109.0,69.0,255.0,274.0
500,333,116.0,28.0,182.0,77.0
500,333,279.0,30.0,347.0,90.0
500,333,93.0,55.0,423.0,324.0
352,288,134.0,0.0,351.0,287.0
375,500,0.0,117.0,205.0,497.0
375,500,198.0,241.0,259.0,414.0
375,500,260.0,266.0,278.0,350.0
375,500,272.0,289.0,302.0,375.0
375,500,319.0,287.0,358.0,402.0
332,500,130.0,183.0,208.0,381.0
332,500,253.0,210.0,317.0,385.0
500,332,61.0,90.0,131.0,239.0
500,332,226.0,121.0,313.0,273.0
500,332,351.0,96.0,446.0,227.0
500,375,196.0,173.0,321.0,272.0
500,375,249.0,129.0,307.0,208.0
375,500,106.0,187.0,244.0,270.0
500,375,42.0,169.0,499.0,374.0
500,375,207.0,70.0,442.0,280.0
500,375,111.0,41.0,499.0,374.0
500,375,160.0,0.0,227.0,42.0
500,375,0.0,0.0,43.0,93.0
500,375,183.0,38.0,499.0,371.0
500,375,0.0,77.0,226.0,372.0
500,375,0.0,26.0,499.0,374.0
500,375,54.0,70.0,81.0,101.0
500,375,313.0,140.0,379.0,213.0
500,375,404.0,130.0,499.0,198.0
500,375,212.0,217.0,314.0,363.0
500,375,71.0,222.0,163.0,345.0
500,375,40.0,189.0,96.0,305.0
500,375,152.0,180.0,254.0,325.0
500,375,21.0,188.0,308.0,343.0
334,500,21.0,108.0,55.0,246.0
334,500,90.0,129.0,148.0,247.0
334,500,165.0,315.0,264.0,466.0
500,333,191.0,59.0,247.0,219.0
500,333,165.0,166.0,263.0,258.0
500,333,184.0,116.0,259.0,308.0
500,333,301.0,51.0,363.0,150.0
500,333,104.0,45.0,120.0,86.0
500,333,91.0,54.0,103.0,88.0
500,333,60.0,49.0,72.0,92.0
500,375,81.0,72.0,376.0,260.0
500,375,57.0,98.0,91.0,125.0
500,375,206.0,96.0,283.0,279.0
500,375,361.0,102.0,421.0,261.0
500,372,0.0,60.0,441.0,323.0
500,375,133.0,179.0,286.0,229.0
500,331,0.0,13.0,489.0,330.0
375,500,39.0,120.0,374.0,411.0
375,500,119.0,201.0,170.0,251.0
375,500,20.0,248.0,40.0,294.0
417,500,261.0,217.0,381.0,388.0
417,500,189.0,303.0,219.0,393.0
375,500,346.0,270.0,374.0,442.0
375,500,0.0,444.0,216.0,499.0
375,500,0.0,303.0,67.0,400.0
375,500,42.0,262.0,108.0,348.0
375,500,96.0,258.0,151.0,320.0
375,500,241.0,251.0,314.0,280.0
375,500,120.0,135.0,226.0,294.0
375,500,261.0,202.0,270.0,225.0
375,500,244.0,206.0,253.0,244.0
375,500,230.0,199.0,242.0,240.0
375,500,222.0,203.0,231.0,220.0
375,500,211.0,201.0,222.0,233.0
375,500,0.0,272.0,348.0,499.0
500,375,205.0,15.0,364.0,202.0
500,375,81.0,18.0,411.0,374.0
500,375,0.0,15.0,152.0,374.0
500,375,453.0,0.0,499.0,79.0
500,375,1.0,130.0,184.0,372.0
500,375,166.0,116.0,337.0,372.0
500,375,138.0,74.0,328.0,222.0
500,375,292.0,111.0,499.0,323.0
500,333,253.0,150.0,340.0,201.0
500,333,408.0,134.0,499.0,198.0
500,333,159.0,86.0,193.0,219.0
500,333,0.0,0.0,153.0,331.0
377,500,304.0,64.0,340.0,171.0
377,500,138.0,60.0,266.0,110.0
377,500,0.0,0.0,137.0,190.0
377,500,0.0,106.0,376.0,499.0
360,480,9.0,62.0,287.0,475.0
500,375,133.0,31.0,387.0,284.0
500,360,464.0,76.0,499.0,250.0
500,360,439.0,46.0,499.0,118.0
500,360,41.0,26.0,442.0,329.0
500,360,1.0,73.0,114.0,311.0
500,360,32.0,41.0,139.0,123.0
500,375,120.0,64.0,371.0,317.0
500,375,475.0,243.0,499.0,298.0
500,375,84.0,2.0,403.0,374.0
500,375,4.0,1.0,161.0,173.0
500,375,141.0,3.0,258.0,147.0
375,500,47.0,129.0,299.0,450.0
500,371,363.0,214.0,464.0,362.0
500,371,298.0,199.0,403.0,348.0
500,371,288.0,190.0,499.0,355.0
500,333,82.0,265.0,310.0,332.0
500,333,81.0,0.0,103.0,40.0
500,333,238.0,231.0,280.0,269.0
500,333,57.0,219.0,265.0,332.0
500,333,432.0,294.0,470.0,332.0
500,333,283.0,238.0,366.0,332.0
500,333,172.0,242.0,237.0,332.0
375,500,185.0,69.0,374.0,499.0
375,500,0.0,7.0,151.0,499.0
375,500,104.0,226.0,229.0,445.0
375,500,70.0,128.0,330.0,498.0
375,500,170.0,195.0,329.0,485.0
333,500,3.0,100.0,324.0,435.0
500,333,104.0,161.0,419.0,332.0
500,333,226.0,100.0,269.0,167.0
500,375,154.0,216.0,345.0,309.0
500,372,262.0,163.0,276.0,201.0
500,372,157.0,204.0,223.0,334.0
500,372,152.0,145.0,228.0,265.0
500,372,257.0,146.0,280.0,183.0
375,500,284.0,291.0,374.0,379.0
375,500,272.0,273.0,316.0,311.0
375,500,160.0,269.0,218.0,343.0
375,500,85.0,276.0,145.0,354.0
375,500,120.0,266.0,152.0,283.0
375,500,37.0,270.0,90.0,335.0
375,500,3.0,276.0,108.0,405.0
333,500,37.0,226.0,291.0,499.0
333,500,75.0,62.0,326.0,464.0
500,375,386.0,173.0,499.0,254.0
500,375,326.0,262.0,499.0,374.0
500,375,6.0,161.0,133.0,289.0
500,375,436.0,112.0,491.0,177.0
500,375,351.0,129.0,432.0,272.0
500,375,278.0,197.0,389.0,306.0
500,375,269.0,231.0,407.0,373.0
500,375,196.0,293.0,321.0,374.0
500,375,73.0,81.0,219.0,301.0
500,375,57.0,120.0,99.0,172.0
500,375,6.0,130.0,56.0,178.0
500,375,0.0,142.0,31.0,374.0
375,500,61.0,15.0,245.0,407.0
500,333,258.0,243.0,333.0,332.0
500,333,285.0,216.0,328.0,262.0
500,333,317.0,202.0,331.0,236.0
500,333,350.0,216.0,366.0,239.0
500,333,347.0,210.0,386.0,279.0
500,333,235.0,192.0,318.0,267.0
500,334,136.0,276.0,193.0,312.0
500,334,244.0,272.0,280.0,317.0
500,334,279.0,272.0,333.0,317.0
500,334,370.0,291.0,425.0,313.0
500,334,432.0,277.0,499.0,317.0
500,375,121.0,222.0,376.0,294.0
500,375,198.0,207.0,219.0,253.0
500,375,240.0,194.0,272.0,226.0
500,375,38.0,7.0,473.0,374.0
500,297,0.0,6.0,294.0,296.0
500,297,367.0,0.0,499.0,205.0
500,386,32.0,232.0,159.0,384.0
500,375,177.0,165.0,499.0,374.0
500,375,0.0,58.0,78.0,325.0
500,375,44.0,47.0,101.0,202.0
500,375,163.0,50.0,238.0,155.0
500,375,243.0,32.0,322.0,195.0
500,375,328.0,109.0,372.0,208.0
500,375,332.0,118.0,464.0,246.0
500,375,95.0,123.0,279.0,372.0
500,391,10.0,200.0,53.0,265.0
500,391,234.0,227.0,280.0,284.0
500,391,280.0,217.0,322.0,260.0
500,391,395.0,211.0,453.0,254.0
500,391,468.0,220.0,494.0,379.0
500,391,411.0,241.0,479.0,389.0
500,391,237.0,249.0,376.0,390.0
500,391,42.0,240.0,212.0,390.0
500,322,131.0,60.0,193.0,191.0
500,322,279.0,141.0,405.0,247.0
500,322,148.0,113.0,230.0,249.0
500,332,24.0,107.0,402.0,331.0
500,332,134.0,33.0,308.0,303.0
500,333,320.0,254.0,362.0,306.0
500,333,369.0,256.0,396.0,299.0
500,333,467.0,289.0,499.0,332.0
500,333,218.0,244.0,269.0,318.0
500,333,127.0,237.0,191.0,331.0
500,333,297.0,254.0,323.0,292.0
500,375,1.0,33.0,428.0,312.0
500,375,380.0,176.0,409.0,284.0
493,500,348.0,231.0,449.0,405.0
493,500,248.0,208.0,335.0,407.0
493,500,37.0,170.0,194.0,400.0
493,500,347.0,165.0,452.0,384.0
493,500,228.0,156.0,350.0,373.0
493,500,43.0,114.0,172.0,372.0
500,375,0.0,99.0,492.0,286.0
500,333,10.0,141.0,259.0,299.0
500,333,310.0,116.0,487.0,227.0
500,375,57.0,91.0,377.0,269.0
500,375,0.0,102.0,106.0,230.0
500,375,226.0,84.0,246.0,101.0
500,333,254.0,145.0,364.0,311.0
500,333,0.0,25.0,273.0,332.0
500,332,252.0,119.0,474.0,273.0
500,332,3.0,111.0,98.0,287.0
500,335,421.0,225.0,471.0,253.0
258,258,72.0,93.0,219.0,218.0
258,258,1.0,85.0,257.0,226.0
500,259,5.0,12.0,492.0,258.0
500,259,99.0,3.0,139.0,79.0
500,259,66.0,13.0,100.0,83.0
500,375,48.0,130.0,482.0,296.0
500,375,2.0,1.0,498.0,372.0
500,375,2.0,39.0,432.0,321.0
500,400,79.0,26.0,400.0,236.0
500,400,5.0,180.0,499.0,399.0
500,375,39.0,166.0,462.0,302.0
500,333,106.0,166.0,171.0,300.0
500,333,213.0,187.0,252.0,270.0
500,333,339.0,198.0,357.0,231.0
500,333,107.0,74.0,177.0,279.0
500,333,209.0,130.0,251.0,252.0
500,333,340.0,176.0,361.0,221.0
500,375,40.0,123.0,231.0,226.0
500,375,219.0,126.0,447.0,228.0
500,361,20.0,53.0,380.0,360.0
375,500,324.0,389.0,374.0,484.0
375,500,227.0,425.0,300.0,499.0
375,500,0.0,16.0,108.0,460.0
500,375,1.0,1.0,337.0,373.0
500,375,250.0,3.0,499.0,374.0
500,375,0.0,0.0,117.0,261.0
500,330,213.0,142.0,423.0,314.0
500,330,216.0,37.0,397.0,281.0
500,330,75.0,123.0,95.0,170.0
500,330,87.0,107.0,108.0,173.0
500,394,67.0,161.0,496.0,342.0
434,497,64.0,199.0,162.0,356.0
434,497,137.0,238.0,214.0,364.0
434,497,170.0,170.0,302.0,364.0
434,497,305.0,283.0,370.0,393.0
434,497,1.0,400.0,22.0,496.0
434,497,32.0,433.0,198.0,496.0
434,497,174.0,458.0,249.0,496.0
500,332,133.0,26.0,499.0,330.0
500,332,13.0,43.0,199.0,267.0
500,375,212.0,110.0,303.0,196.0
337,500,22.0,113.0,206.0,294.0
500,333,53.0,92.0,410.0,225.0
500,333,69.0,172.0,201.0,259.0
500,333,238.0,161.0,415.0,270.0
500,442,129.0,113.0,416.0,242.0
500,442,137.0,279.0,495.0,437.0
500,442,5.0,21.0,409.0,277.0
500,442,6.0,105.0,493.0,437.0
500,333,357.0,24.0,446.0,311.0
500,333,319.0,50.0,389.0,311.0
500,333,249.0,40.0,326.0,314.0
500,333,191.0,30.0,270.0,317.0
500,333,129.0,44.0,199.0,313.0
500,333,46.0,46.0,145.0,327.0
500,375,1.0,0.0,499.0,346.0
500,375,147.0,31.0,357.0,261.0
500,375,236.0,136.0,499.0,346.0
500,375,49.0,127.0,254.0,374.0
500,375,2.0,111.0,499.0,374.0
500,333,90.0,246.0,499.0,332.0
500,333,266.0,33.0,499.0,280.0
500,375,0.0,43.0,73.0,155.0
500,375,34.0,35.0,478.0,327.0
500,375,0.0,185.0,144.0,356.0
500,375,82.0,166.0,280.0,329.0
500,375,262.0,151.0,343.0,207.0
500,375,320.0,145.0,357.0,214.0
500,375,298.0,137.0,334.0,204.0
500,375,277.0,148.0,322.0,221.0
500,375,24.0,45.0,124.0,127.0
500,375,131.0,268.0,208.0,318.0
500,375,411.0,54.0,499.0,147.0
375,500,44.0,56.0,293.0,499.0
375,500,299.0,274.0,374.0,386.0
500,375,389.0,169.0,429.0,219.0
500,375,243.0,145.0,296.0,228.0
500,375,188.0,162.0,247.0,227.0
500,375,410.0,113.0,499.0,372.0
500,375,66.0,155.0,432.0,272.0
500,375,171.0,93.0,273.0,318.0
500,375,315.0,233.0,408.0,317.0
500,375,215.0,153.0,348.0,285.0
500,375,124.0,74.0,188.0,153.0
500,375,363.0,217.0,499.0,374.0
500,375,445.0,0.0,476.0,84.0
500,375,388.0,1.0,426.0,81.0
500,375,334.0,73.0,454.0,304.0
500,334,290.0,181.0,465.0,274.0
500,334,10.0,164.0,126.0,290.0
335,500,146.0,163.0,287.0,353.0
335,500,104.0,239.0,206.0,350.0
335,500,93.0,194.0,139.0,351.0
500,375,248.0,162.0,387.0,274.0
500,375,52.0,0.0,278.0,345.0
500,375,187.0,309.0,322.0,350.0
500,375,0.0,0.0,418.0,329.0
500,375,451.0,215.0,499.0,243.0
500,375,251.0,1.0,499.0,369.0
500,375,88.0,111.0,197.0,374.0
500,375,183.0,152.0,282.0,374.0
500,375,347.0,166.0,478.0,259.0
500,375,51.0,113.0,241.0,276.0
500,375,110.0,231.0,170.0,314.0
500,375,262.0,208.0,310.0,288.0
500,375,198.0,199.0,245.0,253.0
500,375,5.0,142.0,94.0,229.0
500,375,170.0,197.0,194.0,250.0
500,375,354.0,183.0,480.0,353.0
500,375,460.0,170.0,499.0,374.0
500,359,170.0,94.0,230.0,236.0
500,333,0.0,0.0,400.0,332.0
500,375,77.0,158.0,131.0,285.0
500,291,85.0,61.0,442.0,209.0
500,327,40.0,14.0,188.0,326.0
500,327,173.0,91.0,362.0,326.0
500,327,371.0,136.0,499.0,326.0
500,333,0.0,34.0,472.0,304.0
500,375,35.0,146.0,464.0,343.0
333,500,0.0,202.0,74.0,498.0
333,500,70.0,39.0,262.0,499.0
500,375,72.0,16.0,466.0,286.0
487,500,83.0,92.0,434.0,425.0
487,500,1.0,112.0,123.0,249.0
493,500,0.0,135.0,117.0,499.0
493,500,76.0,159.0,244.0,499.0
493,500,211.0,159.0,302.0,499.0
493,500,325.0,179.0,492.0,499.0
493,500,257.0,164.0,380.0,499.0
301,500,22.0,218.0,211.0,460.0
500,375,123.0,198.0,293.0,311.0
500,349,0.0,206.0,269.0,348.0
500,349,235.0,1.0,499.0,348.0
500,375,53.0,116.0,347.0,321.0
500,375,0.0,44.0,119.0,225.0
500,335,222.0,154.0,315.0,189.0
333,500,230.0,205.0,316.0,276.0
333,500,297.0,181.0,332.0,260.0
333,500,128.0,219.0,319.0,474.0
500,335,179.0,103.0,325.0,191.0
500,375,149.0,166.0,210.0,215.0
500,375,241.0,70.0,336.0,256.0
500,375,254.0,183.0,360.0,264.0
500,375,3.0,105.0,134.0,208.0
500,375,156.0,81.0,311.0,371.0
500,375,116.0,51.0,433.0,321.0
500,375,1.0,2.0,297.0,374.0
500,333,143.0,191.0,352.0,249.0
500,333,374.0,201.0,477.0,238.0
500,338,245.0,146.0,381.0,221.0
500,338,29.0,159.0,83.0,182.0
500,338,121.0,159.0,182.0,184.0
500,375,30.0,76.0,132.0,374.0
500,375,64.0,127.0,152.0,373.0
500,375,133.0,73.0,188.0,146.0
500,375,131.0,139.0,240.0,374.0
